ID,Attribute,Date,Value
40572,Temperature,02-Mar2019 04:29:21,54
40573,Pressure,02-Mar2019 04:29:05,3
40574,Pressure,02-Mar2019 04:29:09,5
40575,RPM,02-Mar2019 04:26:49,1946
40576,Pressure,02-Mar2019 04:29:13,1
40577,Emission,02-Mar2019 04:31:29,5
40578,Fuel Rate,02-Mar2019 04:29:41,25
40579,Fuel Rate,02-Mar2019 04:29:45,26
40580,Moisture,02-Mar2019 04:29:41,61%
40581,Pressure,02-Mar2019 04:29:17,5
40582,No2,02-Mar2019 04:28:37,Medium
40583,Gas Flow,02-Mar2019 04:32:49,78
40584,Emission,02-Mar2019 04:31:33,10
40585,Temperature,02-Mar2019 04:29:25,77
40586,Gas Flow,02-Mar2019 04:32:53,61
40587,Discharge,02-Mar2019 04:33:36,17
40588,Vibration,02-Mar2019 04:30:25,76
40589,RPM,02-Mar2019 04:26:53,1248
40590,Pressure,02-Mar2019 04:29:21,1
40591,Temperature,02-Mar2019 04:29:29,55
40592,Emission,02-Mar2019 04:31:37,5
40593,Vibration,02-Mar2019 04:30:29,83
40594,Pressure,02-Mar2019 04:29:25,5
40595,Pressure,02-Mar2019 04:29:29,4
40596,Pressure,02-Mar2019 04:29:33,2
40597,Pressure,02-Mar2019 04:29:37,5
40598,RPM,02-Mar2019 04:26:57,1915
40599,Discharge,02-Mar2019 04:33:40,15
40600,Emission,02-Mar2019 04:31:41,10
40601,RPM,02-Mar2019 04:27:01,1563
40602,No2,02-Mar2019 04:28:41,Low
40603,Discharge,02-Mar2019 04:33:44,11
40604,Moisture,02-Mar2019 04:29:45,69%
40605,Fuel Rate,02-Mar2019 04:29:49,25
40606,No2,02-Mar2019 04:28:45,Low
40607,No2,02-Mar2019 04:28:49,Medium
40608,Emission,02-Mar2019 04:31:45,7
40609,Vibration,02-Mar2019 04:30:33,57
40610,RPM,02-Mar2019 04:27:05,1831
40611,Fuel Rate,02-Mar2019 04:29:53,29
40612,RPM,02-Mar2019 04:27:09,1654
40613,RPM,02-Mar2019 04:27:13,1251
40614,Vibration,02-Mar2019 04:30:37,57
40615,RPM,02-Mar2019 04:27:17,1864
40616,Vibration,02-Mar2019 04:30:41,87
40617,RPM,02-Mar2019 04:27:21,No Signal
40618,Gas Flow,02-Mar2019 04:32:57,77
40619,Temperature,02-Mar2019 04:29:33,61
40620,Discharge,02-Mar2019 04:33:48,14
40621,Emission,02-Mar2019 04:31:49,8
40622,Discharge,02-Mar2019 04:33:52,14
40623,Moisture,02-Mar2019 04:29:49,58%
40624,Emission,02-Mar2019 04:31:53,7
40625,Gas Flow,02-Mar2019 04:33:00,72
40626,Emission,02-Mar2019 04:31:57,6
40627,Fuel Rate,02-Mar2019 04:29:57,28
40628,Fuel Rate,02-Mar2019 04:30:01,27
40629,Moisture,02-Mar2019 04:29:53,62%
40630,Vibration,02-Mar2019 04:30:45,76
40631,Pressure,02-Mar2019 04:29:41,2
40632,Moisture,02-Mar2019 04:29:57,60%
40633,No2,02-Mar2019 04:28:53,High
40634,Temperature,02-Mar2019 04:29:37,76
40635,No2,02-Mar2019 04:28:57,Medium
40636,Pressure,02-Mar2019 04:29:45,5
40637,Vibration,02-Mar2019 04:30:49,69
40638,Emission,02-Mar2019 04:32:01,10
40639,Emission,02-Mar2019 04:32:05,7
40640,Vibration,02-Mar2019 04:30:53,78
40641,Temperature,02-Mar2019 04:29:41,60
40642,Moisture,02-Mar2019 04:30:01,65%
40643,Fuel Rate,02-Mar2019 04:30:05,30
40644,Gas Flow,02-Mar2019 04:33:04,66
40645,Moisture,02-Mar2019 04:30:05,55%
40646,Gas Flow,02-Mar2019 04:33:08,62
40647,Moisture,02-Mar2019 04:30:09,66%
40648,Vibration,02-Mar2019 04:30:57,50
40649,Vibration,02-Mar2019 04:31:01,Data Lost
40650,Fuel Rate,02-Mar2019 04:30:09,30
40651,Vibration,02-Mar2019 04:31:05,71
40652,Moisture,02-Mar2019 04:30:13,69%
40653,Fuel Rate,02-Mar2019 04:30:13,29
40654,Temperature,02-Mar2019 04:29:45,72
40655,Moisture,02-Mar2019 04:30:17,62%
40656,No2,02-Mar2019 04:29:01,I/O TimeOut
40657,Temperature,02-Mar2019 04:29:49,54
40658,Gas Flow,02-Mar2019 04:33:12,69
40659,Gas Flow,02-Mar2019 04:33:16,80
40660,Discharge,02-Mar2019 04:33:56,13
40661,RPM,02-Mar2019 04:27:25,1581
40662,No2,02-Mar2019 04:29:05,Low
40663,Fuel Rate,02-Mar2019 04:30:17,29
40664,RPM,02-Mar2019 04:27:29,1441
40665,Vibration,02-Mar2019 04:31:09,87
40666,No2,02-Mar2019 04:29:09,Medium
40667,Gas Flow,02-Mar2019 04:33:20,72
40668,Pressure,02-Mar2019 04:29:49,3
40669,Discharge,02-Mar2019 04:34:00,12
40670,Temperature,02-Mar2019 04:29:53,62
40671,No2,02-Mar2019 04:29:13,Medium
40672,RPM,02-Mar2019 04:27:33,1066
40673,Emission,02-Mar2019 04:32:09,8
40674,Gas Flow,02-Mar2019 04:33:24,79
40675,Discharge,02-Mar2019 04:34:04,14
40676,Vibration,02-Mar2019 04:31:13,67
40677,Temperature,02-Mar2019 04:29:57,65
40678,Emission,02-Mar2019 04:32:13,7
40679,Discharge,02-Mar2019 04:34:08,20
40680,Gas Flow,02-Mar2019 04:33:28,73
40681,Temperature,02-Mar2019 04:30:01,75
40682,Gas Flow,02-Mar2019 04:33:32,69
40683,Gas Flow,02-Mar2019 04:33:36,79
40684,Pressure,02-Mar2019 04:29:53,5
40685,Pressure,02-Mar2019 04:29:57,5
40686,Emission,02-Mar2019 04:32:17,9
40687,Gas Flow,02-Mar2019 04:33:40,76
40688,No2,02-Mar2019 04:29:17,Low
40689,Fuel Rate,02-Mar2019 04:30:21,No Signal
40690,Moisture,02-Mar2019 04:30:21,61%
40691,RPM,02-Mar2019 04:27:37,1618
40692,Emission,02-Mar2019 04:32:21,7
40693,Emission,02-Mar2019 04:32:25,7
40694,Emission,02-Mar2019 04:32:29,7
40695,Vibration,02-Mar2019 04:31:17,68
40696,RPM,02-Mar2019 04:27:41,1719
40697,RPM,02-Mar2019 04:27:45,1018
40698,RPM,02-Mar2019 04:27:49,1809
40699,Moisture,02-Mar2019 04:30:25,70%
40700,Gas Flow,02-Mar2019 04:33:44,72
40701,Gas Flow,02-Mar2019 04:33:48,66
40702,Moisture,02-Mar2019 04:30:29,54%
40703,Discharge,02-Mar2019 04:34:12,11
40704,RPM,02-Mar2019 04:27:53,1305
40705,Temperature,02-Mar2019 04:30:05,61
40706,No2,02-Mar2019 04:29:21,Medium
40707,Vibration,02-Mar2019 04:31:21,68
40708,Vibration,02-Mar2019 04:31:25,88
40709,Gas Flow,02-Mar2019 04:33:52,63
40710,Discharge,02-Mar2019 04:34:16,14
40711,Vibration,02-Mar2019 04:31:29,50
40712,Fuel Rate,02-Mar2019 04:30:25,28
40713,Moisture,02-Mar2019 04:30:33,56%
40714,Temperature,02-Mar2019 04:30:09,55
40715,Vibration,02-Mar2019 04:31:33,58
40716,Emission,02-Mar2019 04:32:33,6
40717,Pressure,02-Mar2019 04:30:01,3
40718,Pressure,02-Mar2019 04:30:05,1
40719,No2,02-Mar2019 04:29:25,Low
40720,Vibration,02-Mar2019 04:31:37,66
40721,Emission,02-Mar2019 04:32:37,10
40722,No2,02-Mar2019 04:29:29,Low
40723,Discharge,02-Mar2019 04:34:20,17
40724,Moisture,02-Mar2019 04:30:37,51%
40725,Temperature,02-Mar2019 04:30:13,68
40726,Pressure,02-Mar2019 04:30:09,3
40727,Temperature,02-Mar2019 04:30:17,72
40728,RPM,02-Mar2019 04:27:57,1208
40729,Vibration,02-Mar2019 04:31:41,58
40730,Moisture,02-Mar2019 04:30:41,53%
40731,Discharge,02-Mar2019 04:34:24,10
40732,Vibration,02-Mar2019 04:31:45,69
40733,Gas Flow,02-Mar2019 04:33:56,79
40734,Emission,02-Mar2019 04:32:41,10
40735,Gas Flow,02-Mar2019 04:34:00,63
40736,Vibration,02-Mar2019 04:31:49,52
40737,Moisture,02-Mar2019 04:30:45,69%
40738,Moisture,02-Mar2019 04:30:49,70%
40739,Vibration,02-Mar2019 04:31:53,84
40740,Vibration,02-Mar2019 04:31:57,72
40741,No2,02-Mar2019 04:29:33,High
40742,RPM,02-Mar2019 04:28:01,1791
40743,Vibration,02-Mar2019 04:32:01,72
40744,Gas Flow,02-Mar2019 04:34:04,65
40745,Moisture,02-Mar2019 04:30:53,50%
40746,Fuel Rate,02-Mar2019 04:30:29,30
40747,Gas Flow,02-Mar2019 04:34:08,64
40748,Discharge,02-Mar2019 04:34:28,12
40749,Discharge,02-Mar2019 04:34:32,12
40750,No2,02-Mar2019 04:29:37,High
40751,RPM,02-Mar2019 04:28:05,1829
40752,Emission,02-Mar2019 04:32:45,5
40753,Gas Flow,02-Mar2019 04:34:12,68
40754,Emission,02-Mar2019 04:32:49,9
40755,RPM,02-Mar2019 04:28:09,Data Lost
40756,Gas Flow,02-Mar2019 04:34:16,76
40757,Gas Flow,02-Mar2019 04:34:20,64
40758,Pressure,02-Mar2019 04:30:13,5
40759,No2,02-Mar2019 04:29:41,Low
40760,Discharge,02-Mar2019 04:34:36,16
40761,Discharge,02-Mar2019 04:34:40,15
40762,Temperature,02-Mar2019 04:30:21,78
40763,Emission,02-Mar2019 04:32:53,10
40764,RPM,02-Mar2019 04:28:13,1150
40765,Gas Flow,02-Mar2019 04:34:24,69
40766,Vibration,02-Mar2019 04:32:05,67
40767,Gas Flow,02-Mar2019 04:34:28,66
40768,Vibration,02-Mar2019 04:32:09,63
40769,No2,02-Mar2019 04:29:45,Low
40770,Moisture,02-Mar2019 04:30:57,61%
40771,Vibration,02-Mar2019 04:32:13,82
40772,Gas Flow,02-Mar2019 04:34:32,71
40773,Fuel Rate,02-Mar2019 04:30:33,26
40774,Gas Flow,02-Mar2019 04:34:36,64
40775,Vibration,02-Mar2019 04:32:17,53
40776,Gas Flow,02-Mar2019 04:34:40,69
40777,Gas Flow,02-Mar2019 04:34:44,78
40778,Discharge,02-Mar2019 04:34:44,14
40779,Vibration,02-Mar2019 04:32:21,62
40780,Gas Flow,02-Mar2019 04:34:48,78
40781,Gas Flow,02-Mar2019 04:34:52,63
40782,Discharge,02-Mar2019 04:34:48,17
40783,Discharge,02-Mar2019 04:34:52,12
40784,Pressure,02-Mar2019 04:30:17,4
40785,No2,02-Mar2019 04:29:49,Medium
40786,Moisture,02-Mar2019 04:31:01,57%
40787,Gas Flow,02-Mar2019 04:34:56,71
40788,RPM,02-Mar2019 04:28:17,1924
40789,Moisture,02-Mar2019 04:31:05,70%
40790,Discharge,02-Mar2019 04:34:56,19
40791,Gas Flow,02-Mar2019 04:35:00,66
40792,Emission,02-Mar2019 04:32:57,10
40793,Vibration,02-Mar2019 04:32:25,70
40794,Fuel Rate,02-Mar2019 04:30:37,No Signal
40795,Gas Flow,02-Mar2019 04:35:04,73
40796,Vibration,02-Mar2019 04:32:29,85
40797,Temperature,02-Mar2019 04:30:25,61
40798,Moisture,02-Mar2019 04:31:09,51%
40799,Moisture,02-Mar2019 04:31:13,51%
40800,Temperature,02-Mar2019 04:30:29,78
40801,Discharge,02-Mar2019 04:35:00,15
40802,Emission,02-Mar2019 04:33:00,5
40803,Discharge,02-Mar2019 04:35:04,17
40804,RPM,02-Mar2019 04:28:21,1016
40805,RPM,02-Mar2019 04:28:25,1443
40806,Gas Flow,02-Mar2019 04:35:08,68
40807,Moisture,02-Mar2019 04:31:17,62%
40808,RPM,02-Mar2019 04:28:29,1407
40809,Pressure,02-Mar2019 04:30:21,5
40810,Moisture,02-Mar2019 04:31:21,67%
40811,Moisture,02-Mar2019 04:31:25,63%
40812,No2,02-Mar2019 04:29:53,Low
40813,Emission,02-Mar2019 04:33:04,6
40814,Fuel Rate,02-Mar2019 04:30:41,25
40815,Discharge,02-Mar2019 04:35:08,15
40816,Fuel Rate,02-Mar2019 04:30:45,No Signal
40817,RPM,02-Mar2019 04:28:33,1959
40818,Moisture,02-Mar2019 04:31:29,65%
40819,Fuel Rate,02-Mar2019 04:30:49,29
40820,No2,02-Mar2019 04:29:57,Medium
40821,Gas Flow,02-Mar2019 04:35:12,69
40822,Vibration,02-Mar2019 04:32:33,89
40823,RPM,02-Mar2019 04:28:37,1798
40824,Emission,02-Mar2019 04:33:08,7
40825,RPM,02-Mar2019 04:28:41,1024
40826,Emission,02-Mar2019 04:33:12,8
40827,RPM,02-Mar2019 04:28:45,1137
40828,No2,02-Mar2019 04:30:01,High
40829,Fuel Rate,02-Mar2019 04:30:53,29
40830,RPM,02-Mar2019 04:28:49,1588
40831,Moisture,02-Mar2019 04:31:33,62%
40832,Fuel Rate,02-Mar2019 04:30:57,30
40833,Vibration,02-Mar2019 04:32:37,68
40834,Moisture,02-Mar2019 04:31:37,56%
40835,Pressure,02-Mar2019 04:30:25,3
40836,Vibration,02-Mar2019 04:32:41,85
40837,Pressure,02-Mar2019 04:30:29,Data Lost
40838,Fuel Rate,02-Mar2019 04:31:01,26
40839,Moisture,02-Mar2019 04:31:41,56%
40840,No2,02-Mar2019 04:30:05,Low
40841,Emission,02-Mar2019 04:33:16,5
40842,Fuel Rate,02-Mar2019 04:31:05,25
40843,Moisture,02-Mar2019 04:31:45,53%
40844,Moisture,02-Mar2019 04:31:49,58%
40845,Moisture,02-Mar2019 04:31:53,58%
40846,No2,02-Mar2019 04:30:09,High
40847,Fuel Rate,02-Mar2019 04:31:09,28
40848,Temperature,02-Mar2019 04:30:33,76
40849,Emission,02-Mar2019 04:33:20,10
40850,No2,02-Mar2019 04:30:13,High
40851,Fuel Rate,02-Mar2019 04:31:13,30
40852,Emission,02-Mar2019 04:33:24,8
40853,Discharge,02-Mar2019 04:35:12,11
40854,Discharge,02-Mar2019 04:35:16,12
40855,Discharge,02-Mar2019 04:35:20,10
40856,Vibration,02-Mar2019 04:32:45,61
40857,No2,02-Mar2019 04:30:17,Low
40858,RPM,02-Mar2019 04:28:53,1118
40859,Moisture,02-Mar2019 04:31:57,63%
40860,Gas Flow,02-Mar2019 04:35:16,64
40861,Pressure,02-Mar2019 04:30:33,4
40862,Gas Flow,02-Mar2019 04:35:20,72
40863,Temperature,02-Mar2019 04:30:37,78
40864,Moisture,02-Mar2019 04:32:01,60%
40865,Emission,02-Mar2019 04:33:28,8
40866,Fuel Rate,02-Mar2019 04:31:17,27
40867,RPM,02-Mar2019 04:28:57,1673
40868,No2,02-Mar2019 04:30:21,Medium
40869,Vibration,02-Mar2019 04:32:49,53
40870,Moisture,02-Mar2019 04:32:05,55%
40871,Discharge,02-Mar2019 04:35:24,12
40872,Fuel Rate,02-Mar2019 04:31:21,30
40873,Emission,02-Mar2019 04:33:32,7
40874,Discharge,02-Mar2019 04:35:28,11
40875,Gas Flow,02-Mar2019 04:35:24,69
40876,Emission,02-Mar2019 04:33:36,5
40877,Emission,02-Mar2019 04:33:40,6
40878,No2,02-Mar2019 04:30:25,High
40879,Moisture,02-Mar2019 04:32:09,61%
40880,RPM,02-Mar2019 04:29:01,1235
40881,Temperature,02-Mar2019 04:30:41,61
40882,Emission,02-Mar2019 04:33:44,6
40883,Pressure,02-Mar2019 04:30:37,Data Lost
40884,Discharge,02-Mar2019 04:35:32,14
40885,Gas Flow,02-Mar2019 04:35:28,76
40886,Gas Flow,02-Mar2019 04:35:32,70
40887,Gas Flow,02-Mar2019 04:35:36,Data Lost
40888,RPM,02-Mar2019 04:29:05,1505
40889,Moisture,02-Mar2019 04:32:13,61%
40890,Emission,02-Mar2019 04:33:48,10
40891,Pressure,02-Mar2019 04:30:41,3
40892,Pressure,02-Mar2019 04:30:45,2
40893,Fuel Rate,02-Mar2019 04:31:25,30
40894,Temperature,02-Mar2019 04:30:45,64
40895,Temperature,02-Mar2019 04:30:49,50
40896,RPM,02-Mar2019 04:29:09,1345
40897,Moisture,02-Mar2019 04:32:17,67%
40898,Moisture,02-Mar2019 04:32:21,56%
40899,Emission,02-Mar2019 04:33:52,6
40900,Vibration,02-Mar2019 04:32:53,83
40901,Vibration,02-Mar2019 04:32:57,68
40902,Fuel Rate,02-Mar2019 04:31:29,27
40903,Pressure,02-Mar2019 04:30:49,4
40904,Pressure,02-Mar2019 04:30:53,2
40905,Discharge,02-Mar2019 04:35:36,12
40906,Vibration,02-Mar2019 04:33:00,59
40907,Moisture,02-Mar2019 04:32:25,66%
40908,Emission,02-Mar2019 04:33:56,5
40909,Temperature,02-Mar2019 04:30:53,59
40910,No2,02-Mar2019 04:30:29,Low
40911,Emission,02-Mar2019 04:34:00,10
40912,Vibration,02-Mar2019 04:33:04,82
40913,No2,02-Mar2019 04:30:33,Low
40914,Gas Flow,02-Mar2019 04:35:40,80
40915,Temperature,02-Mar2019 04:30:57,58
40916,Gas Flow,02-Mar2019 04:35:44,75
40917,Moisture,02-Mar2019 04:32:29,63%
40918,No2,02-Mar2019 04:30:37,Medium
40919,No2,02-Mar2019 04:30:41,Medium
40920,Gas Flow,02-Mar2019 04:35:48,66
40921,Discharge,02-Mar2019 04:35:40,Data Lost
40922,Moisture,02-Mar2019 04:32:33,70%
40923,Fuel Rate,02-Mar2019 04:31:33,27
40924,RPM,02-Mar2019 04:29:13,1000
40925,Temperature,02-Mar2019 04:31:01,69
40926,No2,02-Mar2019 04:30:45,Low
40927,Emission,02-Mar2019 04:34:04,9
40928,Gas Flow,02-Mar2019 04:35:52,78
40929,Vibration,02-Mar2019 04:33:08,54
40930,Fuel Rate,02-Mar2019 04:31:37,29
40931,Fuel Rate,02-Mar2019 04:31:41,26
40932,Moisture,02-Mar2019 04:32:37,54%
40933,Discharge,02-Mar2019 04:35:44,13
40934,Emission,02-Mar2019 04:34:08,10
40935,Emission,02-Mar2019 04:34:12,8
40936,Vibration,02-Mar2019 04:33:12,55
40937,Vibration,02-Mar2019 04:33:16,60
40938,No2,02-Mar2019 04:30:49,High
40939,Temperature,02-Mar2019 04:31:05,71
40940,Discharge,02-Mar2019 04:35:48,17
40941,Temperature,02-Mar2019 04:31:09,58
40942,Gas Flow,02-Mar2019 04:35:56,60
40943,No2,02-Mar2019 04:30:53,Medium
40944,Discharge,02-Mar2019 04:35:52,12
40945,Gas Flow,02-Mar2019 04:36:00,79
40946,No2,02-Mar2019 04:30:57,Low
40947,RPM,02-Mar2019 04:29:17,1488
40948,RPM,02-Mar2019 04:29:21,1517
40949,RPM,02-Mar2019 04:29:25,1624
40950,Fuel Rate,02-Mar2019 04:31:45,26
40951,Discharge,02-Mar2019 04:35:56,13
40952,Emission,02-Mar2019 04:34:16,10
40953,Gas Flow,02-Mar2019 04:36:04,76
40954,Moisture,02-Mar2019 04:32:41,54%
40955,Pressure,02-Mar2019 04:30:57,5
40956,Discharge,02-Mar2019 04:36:00,19
40957,Pressure,02-Mar2019 04:31:01,Data Lost
40958,Discharge,02-Mar2019 04:36:04,19
40959,RPM,02-Mar2019 04:29:29,1909
40960,No2,02-Mar2019 04:31:01,Medium
40961,No2,02-Mar2019 04:31:05,Medium
40962,Moisture,02-Mar2019 04:32:45,62%
40963,Fuel Rate,02-Mar2019 04:31:49,26
40964,Pressure,02-Mar2019 04:31:05,3
40965,No2,02-Mar2019 04:31:09,High
40966,Pressure,02-Mar2019 04:31:09,1
40967,No2,02-Mar2019 04:31:13,Low
40968,Emission,02-Mar2019 04:34:20,6
40969,RPM,02-Mar2019 04:29:33,1488
40970,Moisture,02-Mar2019 04:32:49,62%
40971,Moisture,02-Mar2019 04:32:53,60%
40972,Vibration,02-Mar2019 04:33:20,85
40973,Discharge,02-Mar2019 04:36:08,19
40974,Fuel Rate,02-Mar2019 04:31:53,26
40975,No2,02-Mar2019 04:31:17,Medium
40976,Temperature,02-Mar2019 04:31:13,52
40977,RPM,02-Mar2019 04:29:37,1170
40978,Pressure,02-Mar2019 04:31:13,1
40979,Emission,02-Mar2019 04:34:24,8
40980,Pressure,02-Mar2019 04:31:17,1
40981,Discharge,02-Mar2019 04:36:12,20
40982,RPM,02-Mar2019 04:29:41,1032
40983,RPM,02-Mar2019 04:29:45,1295
40984,Gas Flow,02-Mar2019 04:36:08,67
40985,No2,02-Mar2019 04:31:21,Low
40986,RPM,02-Mar2019 04:29:49,1721
40987,Discharge,02-Mar2019 04:36:16,18
40988,Fuel Rate,02-Mar2019 04:31:57,29
40989,Vibration,02-Mar2019 04:33:24,65
40990,Fuel Rate,02-Mar2019 04:32:01,29
40991,Vibration,02-Mar2019 04:33:28,65
40992,Temperature,02-Mar2019 04:31:17,74
40993,Moisture,02-Mar2019 04:32:57,50%
40994,Temperature,02-Mar2019 04:31:21,57
40995,Emission,02-Mar2019 04:34:28,8
40996,RPM,02-Mar2019 04:29:53,1683
40997,Moisture,02-Mar2019 04:33:00,65%
40998,Gas Flow,02-Mar2019 04:36:12,63
40999,Vibration,02-Mar2019 04:33:32,67
41000,Discharge,02-Mar2019 04:36:20,14
41001,No2,02-Mar2019 04:31:25,Low
41002,No2,02-Mar2019 04:31:29,High
41003,RPM,02-Mar2019 04:29:57,1713
41004,Discharge,02-Mar2019 04:36:24,15
41005,Pressure,02-Mar2019 04:31:21,2
41006,Pressure,02-Mar2019 04:31:25,1
41007,Temperature,02-Mar2019 04:31:25,56
41008,Emission,02-Mar2019 04:34:32,5
41009,Emission,02-Mar2019 04:34:36,7
41010,Pressure,02-Mar2019 04:31:29,4
41011,Gas Flow,02-Mar2019 04:36:16,74
41012,Temperature,02-Mar2019 04:31:29,63
41013,Vibration,02-Mar2019 04:33:36,86
41014,RPM,02-Mar2019 04:30:01,1889
41015,Fuel Rate,02-Mar2019 04:32:05,25
41016,Gas Flow,02-Mar2019 04:36:20,61
41017,Moisture,02-Mar2019 04:33:04,62%
41018,Gas Flow,02-Mar2019 04:36:24,62
41019,Gas Flow,02-Mar2019 04:36:28,76
41020,Emission,02-Mar2019 04:34:40,6
41021,RPM,02-Mar2019 04:30:05,1897
41022,No2,02-Mar2019 04:31:33,High
41023,Gas Flow,02-Mar2019 04:36:32,75
41024,Emission,02-Mar2019 04:34:44,7
41025,Moisture,02-Mar2019 04:33:08,51%
41026,No2,02-Mar2019 04:31:37,Low
41027,RPM,02-Mar2019 04:30:09,1265
41028,Fuel Rate,02-Mar2019 04:32:09,25
41029,Vibration,02-Mar2019 04:33:40,52
41030,Emission,02-Mar2019 04:34:48,5
41031,Pressure,02-Mar2019 04:31:33,2
41032,Emission,02-Mar2019 04:34:52,7
41033,Vibration,02-Mar2019 04:33:44,70
41034,Moisture,02-Mar2019 04:33:12,52%
41035,Discharge,02-Mar2019 04:36:28,19
41036,Pressure,02-Mar2019 04:31:37,3
41037,RPM,02-Mar2019 04:30:13,1388
41038,No2,02-Mar2019 04:31:41,High
41039,No2,02-Mar2019 04:31:45,Medium
41040,Gas Flow,02-Mar2019 04:36:36,71
41041,RPM,02-Mar2019 04:30:17,1865
41042,Discharge,02-Mar2019 04:36:32,19
41043,Temperature,02-Mar2019 04:31:33,69
41044,Vibration,02-Mar2019 04:33:48,73
41045,RPM,02-Mar2019 04:30:21,1207
41046,Emission,02-Mar2019 04:34:56,7
41047,Moisture,02-Mar2019 04:33:16,63%
41048,Pressure,02-Mar2019 04:31:41,2
41049,Discharge,02-Mar2019 04:36:36,18
41050,No2,02-Mar2019 04:31:49,High
41051,Gas Flow,02-Mar2019 04:36:40,63
41052,RPM,02-Mar2019 04:30:25,1441
41053,Gas Flow,02-Mar2019 04:36:44,75
41054,Pressure,02-Mar2019 04:31:45,2
41055,Temperature,02-Mar2019 04:31:37,65
41056,Moisture,02-Mar2019 04:33:20,54%
41057,Emission,02-Mar2019 04:35:00,10
41058,Discharge,02-Mar2019 04:36:40,17
41059,Gas Flow,02-Mar2019 04:36:48,69
41060,Fuel Rate,02-Mar2019 04:32:13,26
41061,No2,02-Mar2019 04:31:53,High
41062,No2,02-Mar2019 04:31:57,Low
41063,Vibration,02-Mar2019 04:33:52,62
41064,Pressure,02-Mar2019 04:31:49,1
41065,Discharge,02-Mar2019 04:36:44,12
41066,Vibration,02-Mar2019 04:33:56,74
41067,Vibration,02-Mar2019 04:34:00,85
41068,Discharge,02-Mar2019 04:36:48,16
41069,Pressure,02-Mar2019 04:31:53,2
41070,RPM,02-Mar2019 04:30:29,1486
41071,Gas Flow,02-Mar2019 04:36:52,75
41072,RPM,02-Mar2019 04:30:33,1235
41073,No2,02-Mar2019 04:32:01,Medium
41074,Emission,02-Mar2019 04:35:04,7
41075,Fuel Rate,02-Mar2019 04:32:17,26
41076,RPM,02-Mar2019 04:30:37,1949
41077,Gas Flow,02-Mar2019 04:36:56,64
41078,Fuel Rate,02-Mar2019 04:32:21,25
41079,Discharge,02-Mar2019 04:36:52,14
41080,RPM,02-Mar2019 04:30:41,1585
41081,Temperature,02-Mar2019 04:31:41,53
41082,Moisture,02-Mar2019 04:33:24,58%
41083,Fuel Rate,02-Mar2019 04:32:25,I/O TimeOut
41084,RPM,02-Mar2019 04:30:45,1254
41085,Emission,02-Mar2019 04:35:08,7
41086,Pressure,02-Mar2019 04:31:57,5
41087,Gas Flow,02-Mar2019 04:37:00,79
41088,Fuel Rate,02-Mar2019 04:32:29,28
41089,Gas Flow,02-Mar2019 04:37:04,63
41090,No2,02-Mar2019 04:32:05,Medium
41091,Pressure,02-Mar2019 04:32:01,1
41092,Discharge,02-Mar2019 04:36:56,13
41093,Discharge,02-Mar2019 04:37:00,11
41094,RPM,02-Mar2019 04:30:49,1953
41095,Pressure,02-Mar2019 04:32:05,2
41096,Discharge,02-Mar2019 04:37:04,14
41097,Temperature,02-Mar2019 04:31:45,78
41098,Vibration,02-Mar2019 04:34:04,67
41099,Temperature,02-Mar2019 04:31:49,75
41100,Moisture,02-Mar2019 04:33:28,59%
41101,Moisture,02-Mar2019 04:33:32,60%
41102,Vibration,02-Mar2019 04:34:08,73
41103,Temperature,02-Mar2019 04:31:53,72
41104,Pressure,02-Mar2019 04:32:09,5
41105,Vibration,02-Mar2019 04:34:12,81
41106,Moisture,02-Mar2019 04:33:36,59%
41107,Moisture,02-Mar2019 04:33:40,69%
41108,Pressure,02-Mar2019 04:32:13,2
41109,No2,02-Mar2019 04:32:09,I/O TimeOut
41110,Fuel Rate,02-Mar2019 04:32:33,29
41111,No2,02-Mar2019 04:32:13,High
41112,Discharge,02-Mar2019 04:37:08,19
41113,Moisture,02-Mar2019 04:33:44,No Signal
41114,Vibration,02-Mar2019 04:34:16,55
41115,RPM,02-Mar2019 04:30:53,1292
41116,Pressure,02-Mar2019 04:32:17,1
41117,Vibration,02-Mar2019 04:34:20,60
41118,Pressure,02-Mar2019 04:32:21,2
41119,Emission,02-Mar2019 04:35:12,10
41120,Discharge,02-Mar2019 04:37:12,15
41121,Moisture,02-Mar2019 04:33:48,62%
41122,Temperature,02-Mar2019 04:31:57,71
41123,Emission,02-Mar2019 04:35:16,9
41124,Emission,02-Mar2019 04:35:20,6
41125,Fuel Rate,02-Mar2019 04:32:37,28
41126,RPM,02-Mar2019 04:30:57,1831
41127,Moisture,02-Mar2019 04:33:52,52%
41128,Moisture,02-Mar2019 04:33:56,66%
41129,Emission,02-Mar2019 04:35:24,8
41130,Moisture,02-Mar2019 04:34:00,68%
41131,Discharge,02-Mar2019 04:37:16,11
41132,Emission,02-Mar2019 04:35:28,5
41133,Moisture,02-Mar2019 04:34:04,No Signal
41134,Pressure,02-Mar2019 04:32:25,5
41135,Discharge,02-Mar2019 04:37:20,15
41136,RPM,02-Mar2019 04:31:01,1114
41137,Moisture,02-Mar2019 04:34:08,68%
41138,No2,02-Mar2019 04:32:17,High
41139,Emission,02-Mar2019 04:35:32,6
41140,Pressure,02-Mar2019 04:32:29,3
41141,Discharge,02-Mar2019 04:37:24,10
41142,Vibration,02-Mar2019 04:34:24,90
